Role_ID,Degree,Department,Domain,Role_Name,Experience_Required,Work_Type,Industry,Job_Openings_Annual_India,Avg_Package_Fresher_LPA,Study_Hours_Per_Day,Roadmap_Duration_Months,Role_Description,Daily_Responsibilities,Why_This_Career_1,Why_This_Career_2,Why_This_Career_3,Why_This_Career_4,Why_This_Career_5,Core_Skill_1,Core_Skill_2,Core_Skill_3,Core_Skill_4,Important_Skill_1,Important_Skill_2,Important_Skill_3,Good_To_Have_Skill_1,Good_To_Have_Skill_2,Soft_Skill_1,Soft_Skill_2,Soft_Skill_3,Soft_Skill_4,Soft_Skill_5,Month_1_Focus,Month_2_Focus,Month_3_Focus,Month_4_Focus,Month_5_Focus,Month_6_Focus,Month_7_Focus,Month_8_Focus,Month_9_Focus,Month_10_Focus,Month_11_Focus,Month_12_Focus,Project_1,Project_2,Project_3,Project_4,Project_5,Project_6,Project_7,Free_Resource_1,Free_Resource_2,Free_Resource_3,Free_Resource_4,Paid_Course_1,Paid_Course_2,Paid_Course_3,Certification_1,Certification_2,Salary_Fresher_Min_INR,Salary_Fresher_Max_INR,Salary_Fresher_Avg_INR,Salary_Junior_Min_INR,Salary_Junior_Max_INR,Salary_Mid_Min_INR,Salary_Mid_Max_INR,Salary_Senior_Min_INR,Salary_Senior_Max_INR,Salary_Lead_Min_INR,Salary_Lead_Max_INR,USA_Entry_Min_USD,USA_Entry_Max_USD,USA_Mid_Min_USD,USA_Mid_Max_USD,USA_Senior_Min_USD,USA_Senior_Max_USD,UK_Entry_Min_GBP,UK_Entry_Max_GBP,UK_Mid_Min_GBP,UK_Mid_Max_GBP,Canada_Entry_Min_CAD,Canada_Entry_Max_CAD,Australia_Entry_Min_AUD,Australia_Entry_Max_AUD,Singapore_Entry_Min_SGD,Singapore_Entry_Max_SGD,Top_Company_1,Top_Company_2,Top_Company_3,Top_Company_4,Top_Company_5,Top_Company_6,Top_Company_7,Top_Company_8,Top_Company_9,Top_Company_10,Company_Category_1,Company_Category_2,Company_Category_3,Hiring_Demand_Level,Application_Strategy,Success_Rate_Percentage,Educational_Match_Score,Learning_Commitment_Score,Timeline_Realism_Score,Market_Demand_Score,Total_Score,Success_Tips_1,Success_Tips_2,Success_Tips_3,Success_Tips_4,Success_Tips_5,Risk_Factor_1,Risk_Factor_2,Risk_Factor_3,Career_Path_Year_0_2,Career_Path_Year_3_5,Career_Path_Year_6_8,Career_Path_Year_9_Plus,Career_Path_Year_12_Plus,Career_Path_Year_15_Plus,Career_Path_Year_18_Plus
R222,B.E / B.Tech,Computer Science & Engineering,Mobile Development,iOS Developer,0-2 years,Office/Remote,"Product Companies, Mobile Development",18000,6,6-8 hours,7,A professional who develops iOS applications for iPhone and iPad using Swift and iOS SDK,Develop iOS applications | Write Swift code | Implement iOS UI | Integrate APIs | Optimize app performance | Debug iOS issues | Publish to App Store | Follow iOS HIG,Moderate Demand: 18000+ openings (fewer than Android),Premium Platform: iOS development premium,Excellent Salary: ?5-9 LPA starting ?16-35 LPA in 5 years,Mac Required: Need Mac for development,Quality Focus: iOS apps known for quality,Swift Programming,iOS SDK,UIKit / SwiftUI,REST API Integration,MVC/MVVM,Xcode,iOS Human Interface Guidelines,Problem Solving,Attention to Detail,Problem Solving,Attention to Detail,Quick Learning,Aesthetic Sense,iOS Mindset,Swift Programming | iOS Fundamentals | UI Development (UIKit/SwiftUI) | Advanced iOS | Apps | Portfolio,Simple iOS App,Weather App (API),Social Media App UI,Core Data App,Production iOS App,,,,,,,,,,,,,,Swift Documentation,iOS Developer Guide,,,iOS Development - Udemy (?499),,,,,500000,900000,600000,900000,1800000,1600000,3500000,2400000,6000000,75000,112000,165000,40000,70000,85000,68000,,,,,,,,,,,,Product Companies,Startups,Apple,Flipkart,Swiggy,Zomato,Premium Apps,Service Companies,,,,,,,,82,,,,,,,,,,,,,,iOS Developer (?5-9 LPA),Senior iOS Developer (?9-18 LPA),iOS Lead (?16-35 LPA),iOS Architect (?24-60 LPA),,,
R223,B.E / B.Tech,Computer Science & Engineering,Mobile Development,React Native Developer,0-2 years,Office/Remote,"Startups, Mobile Development",25000,5.5,6-8 hours,6,A professional who builds cross-platform mobile apps for iOS and Android using React Native framework,Develop cross-platform mobile apps | Write React Native code | Integrate native modules | Build reusable components | Optimize app performance | Debug platform issues | Deploy to stores | Work with JavaScript/TypeScript,Good Demand: 25000+ openings,Cross-Platform: Write once run on both iOS/Android,Good Salary: ?4.5-8 LPA starting ?14-30 LPA in 5 years,Startup Favorite: Startups prefer React Native,Web Background: Can transition from web dev,JavaScript/TypeScript,React Native,React.js,Mobile UI Development,REST APIs,Native Modules,Redux/State Management,Git/GitHub,Problem Solving,Problem Solving,Quick Learning,Adaptability,Communication,Cross-Platform Mindset,JavaScript & React | React Native Basics | Mobile Development | Advanced RN | Complete Apps | Portfolio,Simple RN App,E-commerce App,Chat Application,Food Delivery App UI,Production React Native App,,,,,,,,,,,,,,React Native Docs,JavaScript Tutorial,,,React Native - Udemy (?499),,,,,450000,800000,550000,800000,1600000,1400000,3000000,2200000,5000000,70000,105000,155000,37000,65000,78000,62000,,,,,,,,,,,,Startups,Product Companies,Flipkart,Swiggy,Zomato,Mobile Agencies,Service Companies,Tech Companies,,,,,,,,83,,,,,,,,,,,,,,React Native Developer (?4.5-8 LPA),Senior RN Developer (?8-16 LPA),React Native Lead (?14-30 LPA),Mobile Architect (?22-50 LPA),,,
R224,B.E / B.Tech,Computer Science & Engineering,Mobile Development,Flutter Developer,0-2 years,Office/Remote,"Startups, Mobile Development",22000,5.5,6-8 hours,6,A professional who builds beautiful cross-platform mobile apps using Flutter framework and Dart language,Develop Flutter mobile applications | Write Dart code | Create beautiful UIs | Integrate APIs | Build widgets | Deploy to iOS and Android | Optimize performance | Follow Material Design,Growing Demand: 22000+ openings,Google's Framework: Google-backed Flutter,Good Salary: ?4.5-8.5 LPA starting ?14-32 LPA in 5 years,Fast Development: Hot reload and fast iteration,Beautiful UI: Known for beautiful apps,Dart Programming,Flutter Framework,Widget Development,State Management (Provider Bloc),REST API Integration,Firebase,Material Design,Git/GitHub,Problem Solving,Problem Solving,Quick Learning,Creativity,Communication,UI Focus,Dart Programming | Flutter Basics | UI Development | State Management | Complete Apps | Portfolio,Flutter To-Do App,E-commerce App UI,Firebase Chat App,News App,Production Flutter App,,,,,,,,,,,,,,Flutter Official Docs,Dart Tutorial,,,Flutter Development - Udemy (?499),,,,,450000,850000,550000,850000,1700000,1400000,3200000,2200000,5500000,70000,105000,155000,37000,65000,78000,62000,,,,,,,,,,,,Startups,Product Companies,Mobile Development,Google,Flipkart,Service Companies,Agencies,Tech Companies,,,,,,,,83,,,,,,,,,,,,,,Flutter Developer (?4.5-8.5 LPA),Senior Flutter Developer (?8.5-17 LPA),Flutter Lead (?14-32 LPA),Mobile Architect (?22-55 LPA),,,
R225,B.E / B.Tech,Computer Science & Engineering,Backend Development,Backend Developer,0-2 years,Office/Remote,"Tech, Startups, All sectors",38000,5,6-8 hours,6,A professional who develops server-side logic databases and APIs that power web and mobile applications,Develop backend APIs | Design database schemas | Write server-side code | Implement business logic | Optimize database queries | Ensure security | Deploy services | Write documentation,Good Demand: 38000+ job openings,Backend Focus: Server-side development,Good Salary: ?4-7.5 LPA starting ?12-26 LPA in 5 years,System Design: Learn scalable architecture,Critical Role: Backend powers applications,Server-Side Programming (Node.js/Python/Java),Database Design,REST API Development,Authentication & Security,Cloud Services,Git/GitHub,Caching (Redis),Testing,Problem Solving,Problem Solving,Analytical Thinking,Attention to Detail,Communication,System Thinking,Programming Language | Database | API Development | Advanced Backend | System Design | Portfolio,REST API Backend,Database Design Project,Authentication System,Microservice,Production Backend Service,,,,,,,,,,,,,,Backend Development Resources,Database Design,,,Backend Development - Udemy (?499),,,,,400000,750000,500000,750000,1500000,1200000,2600000,1800000,4200000,65000,98000,145000,34000,62000,72000,60000,,,,,,,,,,,,Tech Companies,Startups,Product Companies,Amazon,Flipkart,Swiggy,Zomato,Service Companies,,,,,,,,84,,,,,,,,,,,,,,Backend Developer (?4-7.5 LPA),Senior Backend Developer (?7.5-15 LPA),Backend Lead (?12-26 LPA),Backend Architect (?18-42 LPA),,,
R226,B.E / B.Tech,Computer Science & Engineering,Frontend Development,Frontend Developer,0-2 years,Office/Remote,"Tech, All sectors",35000,4.5,6-8 hours,6,A professional who builds user-facing web interfaces using HTML CSS JavaScript and modern frameworks,Build responsive web interfaces | Write HTML CSS JavaScript | Use React/Angular/Vue | Implement designs | Optimize performance | Ensure cross-browser compatibility | Work with designers | Integrate APIs,Good Demand: 35000+ job openings,UI Focus: Build what users see,Decent Salary: ?3.5-7 LPA starting ?11-24 LPA in 5 years,Creative + Code: Visual and technical,Remote Friendly: Many remote frontend roles,HTML CSS JavaScript,React.js or Angular or Vue.js,Responsive Design,CSS Preprocessors (Sass),Git/GitHub,Web Performance,Cross-Browser Testing,Attention to Detail,Debugging,Creativity,Attention to Detail,Communication,Problem Solving,Aesthetic Sense,HTML CSS JS Fundamentals | React/Angular/Vue | Responsive Design | Advanced Frontend | Projects,Responsive Portfolio Website,React Component Library,E-commerce Frontend,Dashboard UI,Complete Frontend Application,,,,,,,,,,,,,,Frontend Resources,MDN Web Docs,,,Frontend Development - Udemy (?499),,,,,350000,700000,450000,700000,1400000,1100000,2400000,1800000,3800000,58000,88000,132000,30000,54000,65000,52000,,,,,,,,,,,,Tech Companies,Startups,Product Companies,Digital Agencies,Amazon,Flipkart,Service Companies,All Sectors,,,,,,,,85,,,,,,,,,,,,,,Frontend Developer (?3.5-7 LPA),Senior Frontend Developer (?7-14 LPA),Frontend Lead (?11-24 LPA),Frontend Architect (?18-38 LPA),,,
R227,B.E / B.Tech,Computer Science & Engineering,Testing,Automation Test Engineer,0-2 years,Office/Hybrid,"Tech, IT Services, All sectors",30000,4.5,4-6 hours,5,A professional who develops automated test scripts and frameworks to ensure software quality efficiently,Develop automated test scripts | Use automation tools (Selenium Appium) | Design test frameworks | Execute automated tests | Report bugs | Maintain test suites | CI/CD integration | Perform API testing,Good Demand: 30000+ job openings,Automation Focus: Automation testing in demand,Good Salary: ?3.5-7 LPA starting ?11-24 LPA in 5 years,Technical Testing: Programming + Testing,Career Growth: Path to SDET and automation architect,Test Automation,Selenium WebDriver,Programming (Java/Python),Test Framework Design,API Testing (Rest Assured/Postman),CI/CD Integration,TestNG/JUnit,Git/GitHub,Problem Solving,Analytical Thinking,Problem Solving,Attention to Detail,Learning Agility,Communication,Programming Basics | Selenium | Test Frameworks | API Testing | CI/CD | Portfolio,Web Automation Framework,API Test Suite,Mobile Automation (Appium),CI/CD Test Integration,Complete Automation Project,,,,,,,,,,,,,,Selenium Tutorial,Automation Testing Resources,,,Selenium with Java - Udemy (?499),ISTQB Test Automation Engineer,,,,350000,700000,450000,700000,1400000,1100000,2400000,1800000,3800000,58000,88000,132000,30000,54000,65000,52000,,,,,,,,,,,,IT Services,TCS,Infosys,Wipro,Cognizant,Product Companies,Startups,Service Companies,,,,,,,,82,,,,,,,,,,,,,,Automation Tester (?3.5-7 LPA),Senior Automation Engineer (?7-14 LPA),Automation Lead (?11-24 LPA),Test Architect (?18-38 LPA),,,
R228,B.E / B.Tech,Computer Science & Engineering,Testing,SDET (Software Development Engineer in Test),1-3 years,Office,"Tech, Product Companies",15000,6,NA,NA,A professional who combines development and testing skills to build test infrastructure and automation at scale,Design test architectures | Build test frameworks | Develop testing tools | Write production-quality test code | Ensure quality at scale | Performance testing | Work with engineering teams | Drive test strategy,Good Demand: 15000+ openings,Hybrid Role: Dev + Test combination,Excellent Salary: ?5-10 LPA starting ?14-30 LPA in 5 years,Technical Depth: Strong coding required,Product Companies: Preferred by product companies,Strong Programming,Test Framework Development,System Design,API Testing,Performance Testing,CI/CD,Test Strategy,Cloud Technologies,Problem Solving,Problem Solving,Coding Skills,Analytical Thinking,Communication,Quality Mindset,1-3 years testing + strong coding,Scalable Test Framework,Performance Test Suite,Test Infrastructure Tool,API Testing Framework,Production Testing System,,,,,,,,,,,,,,SDET Resources,System Design for Testing,SDET Interview Prep,,,,,,,500000,1000000,650000,1000000,2000000,1400000,3000000,2200000,5000000,75000,112000,165000,40000,70000,85000,68000,,,,,,,,,,,,Google,Microsoft,Amazon,Meta,Flipkart,Uber,Product Companies,Tech Giants,,,,,,,,78,,,,,,,,,,,,,,Automation Engineer (?4-8 LPA),SDET (?5-10 LPA),Senior SDET (?10-20 LPA),Principal SDET (?14-30 LPA),Test Architect (?22-50 LPA),,
R229,BCA,Computer Applications,Automation Testing,Selenium Automation Tester,0-2 years,Office/Hybrid,"IT Services, Testing Companies",28000,4,4-6 hours,5,A professional with BCA background who automates web application testing using Selenium and related tools,Write Selenium test scripts | Automate web testing | Execute test suites | Report defects | Maintain automation scripts | Use Java/Python with Selenium | Integrate with CI/CD | Perform regression testing,Good Demand: 28000+ openings,Automation Focus: Selenium widely used,Decent Salary: ?3-6 LPA starting ?9-20 LPA in 5 years,BCA Suitable: Programming knowledge helps,Entry to Automation: Start automation career,Selenium WebDriver,Java or Python,Test Framework (TestNG),Web Automation,Manual Testing Basics,Page Object Model,Git Basics,Problem Solving,Debugging,Analytical Thinking,Attention to Detail,Learning Agility,Problem Solving,Patience,Java/Python Basics | Selenium WebDriver | TestNG Framework | Automation Project | Portfolio,Selenium Test Scripts,Page Object Framework,Data-Driven Testing,Automation Test Suite,Complete Selenium Project,,,,,,,,,,,,,,Selenium Tutorial Free,Java for Testers,,,Selenium with Java - Udemy (?499),,,,,300000,600000,400000,600000,1200000,900000,2000000,1400000,2800000,52000,78000,115000,27000,50000,60000,48000,,,,,,,,,,,,IT Services,TCS,Infosys,Wipro,Cognizant,Testing Companies,Service Firms,Tech Companies,,,,,,,,81,,,,,,,,,,,,,,Selenium Tester (?3-6 LPA),Senior Automation Tester (?6-12 LPA),Automation Lead (?9-20 LPA),Test Manager (?14-28 LPA),,,
R230,BCA,Computer Applications,Mobile Testing,Mobile App Tester,0-2 years,Office,"Mobile, Product Companies, Testing",20000,4,4-6 hours,5,A professional who tests mobile applications on Android and iOS ensuring quality and user experience,Test mobile applications (Android/iOS) | Execute test cases | Report bugs | Test on devices and emulators | Verify app functionality | Test different screen sizes | Check performance | Document test results,Moderate Demand: 20000+ openings,Mobile Focus: Mobile testing growing,Decent Salary: ?3-5.5 LPA starting ?8-18 LPA in 5 years,Mobile First: Mobile apps everywhere,Easy Entry: Manual mobile testing easy to start,Mobile Testing Concepts,Android & iOS Testing,Test Case Writing,Bug Reporting,Appium Basics (for automation),Device Testing,Performance Testing Basics,Communication,Attention to Detail,Attention to Detail,Problem Solving,Communication,Patience,Learning Agility,Mobile Testing Fundamentals | Android Testing | iOS Testing | Appium Basics | Portfolio,Mobile Test Cases,Bug Report Documentation,App Testing Project,Appium Automation Script,Mobile Testing Portfolio,,,,,,,,,,,,,,Mobile Testing Resources,Appium Tutorial,,,Mobile Testing - Udemy (?499),ISTQB Mobile Tester,,,,300000,550000,400000,550000,1100000,800000,1800000,1200000,2600000,48000,72000,108000,25000,46000,55000,44000,,,,,,,,,,,,Product Companies,Mobile Companies,Startups,Testing Firms,Service Companies,E-commerce,Gaming,App Development,,,,,,,,79,,,,,,,,,,,,,,Mobile Tester (?3-5.5 LPA),Senior Mobile Tester (?5.5-11 LPA),Mobile Test Lead (?8-18 LPA),Mobile QA Manager (?12-26 LPA),,,
R231,B.Com,Business Administration,Digital Marketing,SEO Specialist,0-2 years,Office/Remote,"Digital Marketing, Agencies, E-commerce",30000,3.5,4-6 hours,5,A professional who optimizes websites for search engines to improve organic search rankings and traffic,Conduct keyword research | Optimize website content | Build backlinks | Perform technical SEO | Analyze SEO metrics | Create SEO strategies | Monitor rankings | Generate organic traffic,Good Demand: 30000+ openings,Digital Marketing: SEO critical for businesses,Decent Salary: ?3-6 LPA starting ?9-20 LPA in 5 years,Remote Friendly: Many remote SEO roles,Freelance Potential: Can work as freelancer,Keyword Research,On-Page SEO,Off-Page SEO & Link Building,Technical SEO,Google Analytics,SEO Tools (SEMrush Ahrefs),Content Optimization,Google Search Console,Communication,Analytical Thinking,Attention to Detail,Patience,Communication,Learning Agility,SEO Fundamentals | Keyword Research | On-Page & Off-Page SEO | Technical SEO | Analytics | Portfolio,SEO Audit Report,Keyword Research Document,Link Building Strategy,Content Optimization Plan,SEO Performance Dashboard,,,,,,,,,,,,,,SEO Free Resources,Google SEO Guide,,,SEO Complete - Udemy (?499),Google Analytics Certification (Free),SEMrush Certification (Free),,,300000,600000,350000,550000,1200000,900000,2000000,1400000,3200000,48000,72000,108000,25000,46000,55000,44000,,,,,,,,,,,,Digital Agencies,E-commerce,Startups,Marketing Agencies,Content Companies,SEO Agencies,Tech Companies,All Sectors,,,,,,,,82,,,,,,,,,,,,,,SEO Specialist (?3-6 LPA),Senior SEO Specialist (?5.5-12 LPA),SEO Manager (?9-20 LPA),Head of SEO (?14-32 LPA),,,
R232,B.Com,Business Administration,Digital Marketing,SEM/PPC Specialist,0-2 years,Office/Remote,"Digital Marketing, Agencies, E-commerce",25000,4,4-6 hours,5,A professional who manages paid advertising campaigns on Google Ads Facebook Ads and other platforms,Manage Google Ads campaigns | Create Facebook ad campaigns | Optimize ad performance | Conduct keyword research | Write ad copy | Monitor budgets | Analyze ROI | Generate leads through ads,Good Demand: 25000+ openings,Paid Advertising: SEM/PPC critical for growth,Good Salary: ?3.5-6.5 LPA starting ?10-22 LPA in 5 years,Performance Marketing: Direct ROI impact,Remote Friendly: Remote PPC opportunities,Google Ads,Facebook Ads Manager,Keyword Research,Ad Copywriting,Campaign Optimization,Google Analytics,Bid Management,Excel,Analytical Thinking,Analytical Thinking,Communication,Creativity,Attention to Detail,Data-Driven,Digital Marketing Basics | Google Ads | Facebook Ads | Campaign Optimization | Reporting,Google Ads Campaign Setup,Facebook Ads Campaign,Landing Page Optimization,PPC Performance Report,Multi-Channel Campaign,,,,,,,,,,,,,,Google Ads Help,Facebook Blueprint (Free),,,Google Ads - Udemy (?499),Google Ads Certification (Free),Facebook Blueprint Certified,,,350000,650000,400000,600000,1300000,1000000,2200000,1500000,3500000,55000,82000,122000,29000,52000,62000,50000,,,,,,,,,,,,Digital Agencies,E-commerce,Startups,Performance Marketing,Google,Facebook,Marketing Agencies,All Sectors,,,,,,,,81,,,,,,,,,,,,,,PPC Specialist (?3.5-6.5 LPA),Senior PPC Specialist (?6-13 LPA),PPC Manager (?10-22 LPA),Head of Performance Marketing (?15-35 LPA),,,
R233,B.Com,Business Administration,Digital Marketing,Social Media Marketing Specialist,0-2 years,Office/Remote,"Digital Marketing, Brands, Agencies",28000,3.5,4-6 hours,4,A professional who manages social media presence creates content strategies and drives engagement across platforms,Manage social media accounts | Create content calendar | Design social media posts | Run social campaigns | Engage with followers | Analyze social metrics | Work with influencers | Drive brand awareness,Good Demand: 28000+ openings,Social Media: Every brand needs social presence,Decent Salary: ?3-6 LPA starting ?9-20 LPA in 5 years,Creative Work: Content creation + strategy,Remote Friendly: Remote social media roles,Social Media Strategy,Content Creation,Copywriting,Social Media Analytics,Canva/Design Tools,Community Management,Paid Social Advertising,Creativity,Trend Awareness,Creativity,Communication,Trend Awareness,Engagement,Multitasking,Social Media Fundamentals | Content Creation | Platform Strategies | Analytics | Campaign Management,Social Media Strategy Document,Content Calendar (1 month),Social Media Campaign,Influencer Outreach Plan,Social Media Performance Report,,,,,,,,,,,,,,Social Media Resources,Hootsuite Academy (Free),,,Social Media Marketing - Udemy (?499),Hootsuite Certification (Free),Facebook Blueprint,,,300000,600000,350000,550000,1200000,900000,2000000,1400000,3200000,48000,72000,108000,25000,46000,55000,44000,,,,,,,,,,,,Brands,Digital Agencies,E-commerce,Startups,FMCG,Fashion,Entertainment,All Sectors,,,,,,,,83,,,,,,,,,,,,,,Social Media Specialist (?3-6 LPA),Senior SM Specialist (?5.5-12 LPA),Social Media Manager (?9-20 LPA),Head of Social Media (?14-32 LPA),,,
